ID,Title,Author,short_cite,exp_num,part_group,part_num,paper_age,paper_age_mo,paper_age_units,mean_age_months,Informative_syntax,animate_syntax,common_proper,count_mass,matching category,alternative category1,alternative category2,alternative category3,similarity_to_target,Exemp1_animate,solidity,solid ,exemp_sight,exemp_label_repeat,Dimensionality,Vocabulary,shape_vocab,Exposure,training_type,training_trials,country,language,Response mode,test trials,task type,test_obj_num,child_type1,monolingual,deformation_level,context,complexity,additional notes,mean,mean_proportion,SE,SD,t,df,F,r,d,d_var,d_se,extraction
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.61,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,2,16,2,,months,24,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.46,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,1.00,0.09,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.28,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,1.33,0.12,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.4760258368,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,1.951786804,0.18,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,2.624110534,0.28,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.6578317212,0.08,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,1,3,16,4,,months,48,informative,,,count,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.5588332889,0.07,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.5456637153,0.05,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.3416627123,0.04,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.8430145734,0.06,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,deformable,,,,,,,,,,,,0.3510132674,0.04,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,0.8257174092,0.06,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,1.386843457,0.08,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,1.499036692,0.09,,graph
115,Rigid thinking about deformables: do children sometimes overgeneralize the shape bias?,Samuelson et al 2008,Samuelson et al 2008,2,1,24,3,36,months,36,informative,,,mass,shape,material,,color,,,solid,solid,yes,no,3D,,,familiarization,,,us,english,verbal,24,yes/no,6,TD,monolingual,rigid,,,,,,,,,,,,1.269397028,0.08,,graph
116,They call it like they see it: spontaneous naming and attention to shape,Samuelson et al 2005,Samuelson et al 2005,2,1,80,21,21,months,21,informative,,,count,shape,material,,color,,,solid,solid,yes,yes,3D,0–25,,test only ,,,us,english,verbal,4,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.3063397869,0.01,,graph
116,They call it like they see it: spontaneous naming and attention to shape,Samuelson et al 2005,Samuelson et al 2005,2,1,80,21,21,months,21,informative,,,count,shape,material,,color,,,solid,solid,yes,yes,3D,26–50,,test only ,,,us,english,verbal,4,forced choice,3,TD,monolingual,,,,,,,,,,,,,0.4960028249,0.01,,graph
116,They call it like they see it: spontaneous naming and attention to shape,Samuelson et al 2005,Samuelson et al 2005,2,1,80,21,21,months,21,informative,,,count,shape,material,,color,,,solid,solid,yes,yes,3D,51–75,,test only ,,,us,english,verbal,4,forced choice,3,TD,monolingual,,,,,,,,,,,,,1.475543312,0.03,,graph
116,They call it like they see it: spontaneous naming and attention to shape,Samuelson et al 2005,Samuelson et al 2005,2,1,80,21,21,months,21,informative,,,count,shape,material,,color,,,solid,solid,yes,yes,3D,75+,,test only ,,,us,english,verbal,4,forced choice,3,TD,monolingual,,,,,,,,,,,,,1.773818769,0.03,,graph
118,Known and novel noun extensions: Attention at two levels of abstraction,Yoshida and Smith 2003,Yoshida and Smith 2003,1,1,20,,34.31,months,34.31,informative,,,count,shape,material,,color,,,solid,solid,,,3D,,,familiarization,,,us,english,verbal,6,forced choice,3,TD,monolingual,,,,novel objects but known names ,,,,,,,,,2.23,0.17,,table
118,Known and novel noun extensions: Attention at two levels of abstraction,Yoshida and Smith 2003,Yoshida and Smith 2003,1,1,20,,34.31,months,34.31,informative,,,count,shape,material,,color,,,solid,solid,,,3D,,,familiarization,,,us,english,verbal,6,forced choice,3,TD,monolingual,,,,novel objects but known names ,,,,,,,,,-0.50,0.06,,table
118,Known and novel noun extensions: Attention at two levels of abstraction,Yoshida and Smith 2003,Yoshida and Smith 2003,1,2,20,,33.46,months,33.46,neutral,,,neutral,shape,material,,color,,,solid,solid,,,3D,,,familiarization,,,japan,japanese,,6,forced choice,3,TD,monolingual,,,,novel objects but known names ,,,,,,,,,2.57,0.22,,table
118,Known and novel noun extensions: Attention at two levels of abstraction,Yoshida and Smith 2003,Yoshida and Smith 2003,1,2,20,,33.46,months,33.46,neutral,,,neutral,shape,material,,color,,,solid,solid,,,3D,,,familiarization,,,japan,japanese,,6,forced choice,3,TD,monolingual,,,,novel objects but known names ,,,,,,,,,0.16,0.05,,table
118,Known and novel noun extensions: Attention at two levels of abstraction,Yoshida and Smith 2003,Yoshida and Smith 2003,2,1,10,,36.5,months,36.5,informative,,,count,shape,material,,color,,,solid,solid,,,3D,,,familiarization,,,us,english,,6,forced choice,3,TD,monolingual,,,,novel object and names,,,,,,,,,0.84,0.14,,table
118,Known and novel noun extensions: Attention at two levels of abstraction,Yoshida and Smith 2003,Yoshida and Smith 2003,2,1,10,,36.15,months,36.15,neutral,,,neutral,shape,material,,color,,,solid,solid,,,3D,,,familiarization,,,japan,japanese,,6,forced choice,3,TD,monolingual,,,,novel object and names,,,,,,,,,1.09,0.16,,table
124,Preschoolers' and adults' reliance on object shape and object function for lexical extension,Graham et al 1999,Graham et al 1999,1,1,20,3.2,38.4,years,38.4,informative,,,count,shape,function,,,,,solid,solid,no,yes,3D,,,familiarization,,,us,english,,4,forced choice,3,TD,monolingual,,,,,,,,,1.9,19,,,0.85,0.07,,t-test
124,Preschoolers' and adults' reliance on object shape and object function for lexical extension,Graham et al 1999,Graham et al 1999,1,2,20,5.3,63.6,years,63.6,informative,,,count,shape,function,,,,,solid,solid,no,yes,3D,,,familiarization,,,us,english,,4,forced choice + yes/no,3,TD,monolingual,,,,,,,,,11.7,19,,,5.23,0.73,,t-test
124,Preschoolers' and adults' reliance on object shape and object function for lexical extension,Graham et al 1999,Graham et al 1999,2,1,20,3.5,42,years,42,informative,,,count,shape,function,,,,,solid,solid,yes,yes,3D,,,familiarization,,,us,english,,4,forced choice + yes/no,3,TD,monolingual,,,,,,,,,7.6,19,,,3.40,0.34,,t-test
124,Preschoolers' and adults' reliance on object shape and object function for lexical extension,Graham et al 1999,Graham et al 1999,2,2,20,5.4,64.8,years,64.8,informative,,,count,shape,function,,,,,solid,solid,yes,yes,3D,,,familiarization,,,us,english,,4,forced choice + yes/no,3,TD,monolingual,,,,,,,,,5.7,19,,,2.55,0.21,,t-test
124,Preschoolers' and adults' reliance on object shape and object function for lexical extension,Graham et al 1999,Graham et al 1999,3,1,20,3.5,42,years,42,informative,,,count,shape,function,,,,,solid,solid,yes,yes,3D,,,familiarization,,,us,english,,4,forced choice + yes/no,3,TD,monolingual,,,,reminded participants about the function before asking for the test object,,,,,6.1,19,,,2.73,0.24,,t-test
124,Preschoolers' and adults' reliance on object shape and object function for lexical extension,Graham et al 1999,Graham et al 1999,3,2,20,5.4,64.8,years,64.8,informative,,,count,shape,function,,,,,solid,solid,yes,yes,3D,,,familiarization,,,us,english,,4,forced choice + yes/no,3,TD,monolingual,,,,reminded participants about the function before asking for the test object,,,,,5.7,19,,,2.55,0.21,,t-test
146,"Word meaning biases or language-specific effects? Evidence from English, Spanish and Korean",Gathercole and Min 1997,Gathercole and Min 1997,1,1,16,4;3,50,years,50,neutral,,,neutral,shape,material,,,,,solid,solid,,,3D,,,familiarization,,,us,spanish,,9,forced choice,2,TD,monolingual,,,,shape linked function,,,,,,,,,1.222222222,0.11,,table
146,"Word meaning biases or language-specific effects? Evidence from English, Spanish and Korean",Gathercole and Min 1997,Gathercole and Min 1997,1,1,16,4;4,50,years,50,neutral,,,neutral,shape,material,,,,,solid,solid,,,3D,,,familiarization,,,us,spanish,,9,forced choice,2,TD,monolingual,,,,material linked function,,,,,,,,,4.4,0.67,,table
146,"Word meaning biases or language-specific effects? Evidence from English, Spanish and Korean",Gathercole and Min 1997,Gathercole and Min 1997,1,2,16,3;8,44,years,44,neutral,,,neutral,shape,material,,,,,solid,solid,,,3D,,,familiarization,,,us,korean,,9,forced choice,2,TD,monolingual,,,,shape linked function,,,,,,,,,0.9444444444,0.09,,table
146,"Word meaning biases or language-specific effects? Evidence from English, Spanish and Korean",Gathercole and Min 1997,Gathercole and Min 1997,1,2,16,3;9,44,years,44,neutral,,,neutral,shape,material,,,,,solid,solid,,,3D,,,familiarization,,,us,korean,,9,forced choice,2,TD,monolingual,,,,material linked function,,,,,,,,,-0.2307692308,0.06,,table
146,"Word meaning biases or language-specific effects? Evidence from English, Spanish and Korean",Gathercole and Min 1997,Gathercole and Min 1997,1,3,16,3;9,45,years,45,neutral,,,neutral,shape,material,,,,,solid,solid,,,3D,,,familiarization,,,uk,english,,9,forced choice,2,TD,monolingual,,,,shape linked function,,,,,,,,,1.666666667,0.15,,table
146,"Word meaning biases or language-specific effects? Evidence from English, Spanish and Korean",Gathercole and Min 1997,Gathercole and Min 1997,1,3,16,3;10,45,years,45,neutral,,,neutral,shape,material,,,,,solid,solid,,,3D,,,familiarization,,,uk,english,,9,forced choice,2,TD,monolingual,,,,material linked function,,,,,,,,,1.5,0.13,,table
147,Demonstration of the shape bias without label extension,Hupp 2008,Hupp 2008,1,1,24,420.29,14,days,14,informative,,,count,shape,material,color,,,,solid,solid,,,3D,,,familiarization,,,us,english,looking,12,forced choice,2,TD,monolingual,,,,,,,,,,,,,0.5600329113,0.05,,graph
147,Demonstration of the shape bias without label extension,Hupp 2008,Hupp 2008,1,2,24,481.79,16,days,16,informative,,,count,shape,material,color,,,,solid,solid,,,3D,,,familiarization,,,us,english,looking,12,forced choice,2,TD,monolingual,,,,,,,,,,,,,0.4290066781,0.05,,graph
147,Demonstration of the shape bias without label extension,Hupp 2008,Hupp 2008,1,3,24,601.67,20,days,20,informative,,,count,shape,material,color,,,,solid,solid,,,3D,,,familiarization,,,us,english,looking,12,forced choice,2,TD,monolingual,,,,,,,,,,,,,0.3936679944,0.04,,graph
149,Clarifying the role of shape in children's taxonomic assumption,Baldwin 1992,Baldwin 1992,1,1,10,4;5,53,years,53,informative,,,count,shape ,thematic,taxonomic,,,,solid,solid,,,2D,,,test only ,,,us,english,,10,forced choice,2,TD,monolingual,,,,known/familiar objects,,,,,,,,,0.3157894737,0.10,,table
149,Clarifying the role of shape in children's taxonomic assumption,Baldwin 1992,Baldwin 1992,2,1,20,4;4,52,years,52,informative,,,count,shape ,,taxonomic,,,,solid,solid,,,2D,,,test only ,,,us,english,,10,forced choice,2,TD,monolingual,,,,known/familiar objects,,,,,,,,,0.2105263158,0.05,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,1,1,12,30.66,30.66,months,30.66,informative,,,count,shape,size,material,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,16,yes/no,5,TD,monolingual,,,size vs shape,there is a vignette / artifact/ shape change acceptance not shape bias,,,,,,,,,-0.71,0.10,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,1,1,12,30.66,30.66,months,30.66,informative,,,count,shape,size,material,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,16,yes/no,5,TD,monolingual,,,texture vs shape,,,,,,,,,,-0.08,0.08,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,1,2,12,30.66,30.66,months,30.66,informative,,,count,shape,size,material,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,16,yes/no,5,TD,monolingual,,,size vs shape,there is a vignette / animate,,,,,,,,,-0.90,0.12,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,1,2,12,30.66,30.66,months,30.66,informative,,,count,shape,size,material,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,16,yes/no,5,TD,monolingual,,,texture vs shape,,,,,,,,,,0.48,0.09,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,2,1,16,29.78,29.78,months,29.78,informative,,,count,shape,size,,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,size vs shape,there is a vignette / animate / shape change acceptance not shape bias,,,,,,,,,0.421875,0.07,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,2,2,16,29.78,29.78,months,29.78,informative,,,count,shape,,material,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,size vs shape,there is a vignette / artifact,,,,,,,,,0.1939655172,0.06,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,2,1,16,29.78,29.78,months,29.78,informative,,,count,shape,size,,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,texture vs shape,there is a vignette / animate / shape change acceptance not shape bias,,,,,,,,,0.1939655172,0.06,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,2,2,16,29.78,29.78,months,29.78,informative,,,count,shape,,material,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,texture vs shape,there is a vignette / artifact,,,,,,,,,0.085,0.06,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,3,1,16,19.58,19.58,months,19.58,informative,,,count,shape,size,,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,size vs shape,there is a vignette / animate / shape change acceptance not shape bias,,,,,,,,,0.306122449,0.07,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,3,2,16,19.58,19.58,months,19.58,informative,,,count,shape,,material,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,size vs shape,there is a vignette / artifact,,,,,,,,,0.2430555556,0.06,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,3,2,16,19.58,19.58,months,19.58,informative,,,count,shape,size,,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,texture vs shape,there is a vignette / animate / shape change acceptance not shape bias,,,,,,,,,0.1497933884,0.06,,table
120,Conceptual information permeates word learning in infancy.,"Amy E Booth, Sandra R Waxman, Huang",Booth et al 2005,3,2,16,19.58,19.58,months,19.58,informative,,,count,shape,,material,,,,solid,solid,yes,,3D,,,familiarization,,,us,english,,3,forced choice,3,TD,monolingual,,,texture vs shape,there is a vignette / artifact,,,,,,,,,0.2430555556,0.06,,table
132,"Count nouns, adjectives, and perceptual properties in children's novel word interpretations.","Smith, L. B., Jones, S. S., & Landau, B. (1992)",Smith et al 1992,1,1,16,37,37,months,37,informative,,,count,shape,color,,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,15,yes/no,5,TD,monolingual,,,,small difference in color,,,,,,,,,1.57,0.14,,table
132,"Count nouns, adjectives, and perceptual properties in children's novel word interpretations.","Smith, L. B., Jones, S. S., & Landau, B. (1992)",Smith et al 1992,1,2,16,37,37,months,37,informative,,,count,shape,color,,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,15,yes/no,5,TD,monolingual,,,,large difference in color,,,,,,,,,1.93,0.18,,table
132,"Count nouns, adjectives, and perceptual properties in children's novel word interpretations.","Smith, L. B., Jones, S. S., & Landau, B. (1992)",Smith et al 1992,2,1,16,38,38,months,38,informative,,,count,shape,color,,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,15,yes/no,5,TD,monolingual,,,,small difference in color / color was made more salient,,,,,,,,,1.62,0.14,,table
132,"Count nouns, adjectives, and perceptual properties in children's novel word interpretations.","Smith, L. B., Jones, S. S., & Landau, B. (1992)",Smith et al 1992,2,2,16,38,38,months,38,informative,,,count,shape,color,,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,15,yes/no,5,TD,monolingual,,,,large difference in color,,,,,,,,,1.87,0.17,,table
132,"Count nouns, adjectives, and perceptual properties in children's novel word interpretations.","Smith, L. B., Jones, S. S., & Landau, B. (1992)",Smith et al 1992,3,1,14,38,38,months,38,informative,,,count,shape,color,,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,15,yes/no,5,TD,monolingual,,,,small difference in color,,,,,,,,,1.83,0.19,,table
132,"Count nouns, adjectives, and perceptual properties in children's novel word interpretations.","Smith, L. B., Jones, S. S., & Landau, B. (1992)",Smith et al 1992,3,2,14,38,38,months,38,informative,,,count,shape,color,,,,,solid,solid,yes,,3D,,,test only ,,,us,english,,15,yes/no,5,TD,monolingual,,,,large difference in color,,,,,,,,,1.33,0.14,,table
150,Ontological categories and function: Acquisition of new names,Gathercole et al 1995,Gathercole et al 1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TD,monolingual,,,,,,,,,,,,,,,,
150,Ontological categories and function: Acquisition of new names,Gathercole et al 1995,Gathercole et al 1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TD,monolingual,,,,,,,,,,,,,,,,
151,Young children's use of functional information to categorize artifacts: Three factors that matter,Deborah Nelson et al 2000,Deborah Nelson et al 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TD,monolingual,,,,,,,,,,,,,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
